Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVPH20V085S,22220 ,85 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,85 mm,Metric,QVPH20V085SB/QVPH20V085SC/QVPH20V085SEB/QVPH20V085SEC/QVPH20V085SEM/QVPH20V085SEN/QVPH20V085SEO/QVPH20V085SET/QVPH20V085SM/QVPH20V085SN/QVPH20V085SO/QVPH20V085ST,Single V-Lock,Four-Bolt Pillow Block,0883450148290/0883450148535/0883450153102/0883450153263/0883450175418/0883450176200/0883450185318/0883450185462/0883450278263/0883450278614/0883450283069/0883450283212,4.5 in/114.3 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.47 in/11.9 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVPR19V085S,22219 ,85 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVPR19V085SB/QVPR19V085SC/QVPR19V085SEB/QVPR19V085SEC/QVPR19V085SEM/QVPR19V085SEN/QVPR19V085SEO/QVPR19V085SET/QVPR19V085SM/QVPR19V085SN/QVPR19V085SO/QVPR19V085ST,Single V-Lock,Four-Bolt Pillow Block,0883450089647/0883450089746/0883450101028/0883450101127/0883450108805/0883450108829/0883450116411/0883450116510/0883450130905/0883450130929/0883450139397/0883450139410,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.29 in/7.4 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPK20V085S,22220 ,85 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,85 mm,Metric,QVPK20V085SB/QVPK20V085SC/QVPK20V085SEB/QVPK20V085SEC/QVPK20V085SEM/QVPK20V085SEN/QVPK20V085SEO/QVPK20V085SET/QVPK20V085SM/QVPK20V085SN/QVPK20V085SO/QVPK20V085ST,Single V-Lock,Four-Bolt Pillow Block,0883450149280/0883450149396/0883450153751/0883450153843/0883450176842/0883450176934/0883450186797/0883450186964/0883450279505/0883450279598/0883450283700/0883450283793,5 in/127 mm,9.44 in/239.8 mm,4.9 in/124.5 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.07 in/128.8 mm,0.55 in/14 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVPX19V085S,22219 ,85 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVPX19V085SB/QVPX19V085SC/QVPX19V085SEB/QVPX19V085SEC/QVPX19V085SEM/QVPX19V085SEN/QVPX19V085SEO/QVPX19V085SET/QVPX19V085SM/QVPX19V085SN/QVPX19V085SO/QVPX19V085ST,Single V-Lock,Four-Bolt Pillow Block,,4 in/101.6 mm,7.92 in/201.2 mm,4.9 in/124.5 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.69 in/119.1 mm,0.31 in/7.9 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPF19V085S,22219 ,85 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVPF19V085SB/QVPF19V085SC/QVPF19V085SEB/QVPF19V085SEC/QVPF19V085SEM/QVPF19V085SEN/QVPF19V085SEO/QVPF19V085SET/QVPF19V085SM/QVPF19V085SN/QVPF19V085SO/QVPF19V085ST,Single V-Lock,Four-Bolt Pillow Block,883450088244/883450088619/883450099721/883450099950/883450108386/883450108485/883450115223/883450115841/883450130622/883450130691/883450139038/883450139182,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.43 in/10.9 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPG19V085S,22219 ,85 mm,3.94 in / 100 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVPG19V085SB/QVPG19V085SC/QVPG19V085SEB/QVPG19V085SEC/QVPG19V085SEM/QVPG19V085SEN/QVPG19V085SEO/QVPG19V085SET/QVPG19V085SM/QVPG19V085SN/QVPG19V085SO/QVPG19V085ST,Single V-Lock,Four-Bolt Pillow Block,883450421461/883450421478/883450421485/883450421492/883450421508/883450421515/883450421522/883450421539/883450421546/883450421553/883450421560/883450421577,3.94 in/100 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/20 mm,4.3 in/109.2 mm,0.26 in/6.6 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPG20V090S,22220 ,90 mm,4.41 in / 112 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVPG20V090SB/QVPG20V090SC/QVPG20V090SEB/QVPG20V090SEC/QVPG20V090SEM/QVPG20V090SEN/QVPG20V090SEO/QVPG20V090SET/QVPG20V090SM/QVPG20V090SN/QVPG20V090SO/QVPG20V090ST,Single V-Lock,Four-Bolt Pillow Block,0883450051026/0883450206419/0883450206563/0883450218849/0883450218993/0883450231268/0883450231411/0883450240000/0883450240154/0883450244961/0883450245111/0883450296892,4.41 in/112 mm,8.45 in/214.6 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.47 in/11.9 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVPH20V090S,22220 ,90 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVPH20V090SB/QVPH20V090SC/QVPH20V090SEB/QVPH20V090SEC/QVPH20V090SEM/QVPH20V090SEN/QVPH20V090SEO/QVPH20V090SET/QVPH20V090SM/QVPH20V090SN/QVPH20V090SO/QVPH20V090ST,Single V-Lock,Four-Bolt Pillow Block,0883450053372/0883450053402/0883450206716/0883450206860/0883450219143/0883450219297/0883450231565/0883450231718/0883450240307/0883450240451/0883450245265/0883450245418,4.5 in/114.3 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.47 in/11.9 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVPR19V090S,22219 ,90 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVPR19V090SB/QVPR19V090SC/QVPR19V090SEB/QVPR19V090SEC/QVPR19V090SEM/QVPR19V090SEN/QVPR19V090SEO/QVPR19V090SET/QVPR19V090SM/QVPR19V090SN/QVPR19V090SO/QVPR19V090ST,Single V-Lock,Four-Bolt Pillow Block,0883450060318/0883450060349/0883450114554/0883450114592/0883450175616/0883450204484/0883450204804/0883450216906/0883450217224/0883450229326/0883450229647/0883450297103,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.29 in/7.4 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPK20V090S,22220 ,90 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVPK20V090SB/QVPK20V090SC/QVPK20V090SEB/QVPK20V090SEC/QVPK20V090SEM/QVPK20V090SEN/QVPK20V090SEO/QVPK20V090SET/QVPK20V090SM/QVPK20V090SN/QVPK20V090SO/QVPK20V090ST,Single V-Lock,Four-Bolt Pillow Block,0883450054461/0883450054560/0883450207096/0883450207249/0883450219525/0883450219679/0883450231947/0883450232098/0883450240680/0883450240833/0883450245647/0883450245791,5 in/127 mm,9.44 in/239.8 mm,4.9 in/124.5 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.07 in/128.8 mm,0.55 in/14 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVPX19V090S,22219 ,90 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVPX19V090SB/QVPX19V090SC/QVPX19V090SEB/QVPX19V090SEC/QVPX19V090SEM/QVPX19V090SEN/QVPX19V090SEO/QVPX19V090SET/QVPX19V090SM/QVPX19V090SN/QVPX19V090SO/QVPX19V090ST,Single V-Lock,Four-Bolt Pillow Block,,4 in/101.6 mm,7.92 in/201.2 mm,4.9 in/124.5 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.69 in/119.1 mm,0.31 in/7.9 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPF19V090S,22219 ,90 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVPF19V090SB/QVPF19V090SC/QVPF19V090SEB/QVPF19V090SEC/QVPF19V090SEM/QVPF19V090SEN/QVPF19V090SEO/QVPF19V090SET/QVPF19V090SM/QVPF19V090SN/QVPF19V090SO/QVPF19V090ST,Single V-Lock,Four-Bolt Pillow Block,883450049696/883450049726/883450112277/883450112314/883450173711/883450203722/883450204101/883450216142/883450216524/883450228565/883450228947/883450296700,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.43 in/10.9 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPG22V100S,22222 ,100 mm,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVPG22V100SB/QVPG22V100SC/QVPG22V100SEB/QVPG22V100SEC/QVPG22V100SEM/QVPG22V100SEN/QVPG22V100SEO/QVPG22V100SET/QVPG22V100SM/QVPG22V100SN/QVPG22V100SO/QVPG22V100ST,Single V-Lock,Four-Bolt Pillow Block,0883450051255/0883450206440/0883450206594/0883450218870/0883450219020/0883450231299/0883450231442/0883450240031/0883450240185/0883450244992/0883450245142/0883450296922,4.92 in/125 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.39 in/9.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPH22V100S,22222 ,100 mm,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVPH22V100SB/QVPH22V100SC/QVPH22V100SEB/QVPH22V100SEC/QVPH22V100SEM/QVPH22V100SEN/QVPH22V100SEO/QVPH22V100SET/QVPH22V100SM/QVPH22V100SN/QVPH22V100SO/QVPH22V100ST,Single V-Lock,Four-Bolt Pillow Block,0883450053686/0883450053693/0883450206747/0883450206891/0883450219174/0883450219327/0883450231596/0883450231749/0883450240338/0883450240482/0883450245296/0883450245449,4.94 in/125.5 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.39 in/9.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPK22V100S,22222 ,100 mm,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVPK22V100SB/QVPK22V100SC/QVPK22V100SEB/QVPK22V100SEC/QVPK22V100SEM/QVPK22V100SEN/QVPK22V100SEO/QVPK22V100SET/QVPK22V100SM/QVPK22V100SN/QVPK22V100SO/QVPK22V100ST,Single V-Lock,Four-Bolt Pillow Block,0883450055048/0883450055062/0883450207126/0883450207270/0883450219556/0883450219709/0883450231978/0883450232128/0883450240710/0883450240864/0883450245678/0883450245821,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.5 in/139.7 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,0.875 in/24 mm,5.45 in/138.4 mm,0.19 in/4.8 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPX22V100S,22222 ,100 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVPX22V100SB/QVPX22V100SC/QVPX22V100SEB/QVPX22V100SEC/QVPX22V100SEM/QVPX22V100SEN/QVPX22V100SEO/QVPX22V100SET/QVPX22V100SM/QVPX22V100SN/QVPX22V100SO/QVPX22V100ST,Single V-Lock,Four-Bolt Pillow Block,,5 in/127 mm,9.44 in/239.8 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.32 in/135.1 mm,0.25 in/6.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPF22V100S,22222 ,100 mm,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVPF22V100SB/QVPF22V100SC/QVPF22V100SEB/QVPF22V100SEC/QVPF22V100SEM/QVPF22V100SEN/QVPF22V100SEO/QVPF22V100SET/QVPF22V100SM/QVPF22V100SN/QVPF22V100SO/QVPF22V100ST,Single V-Lock,Four-Bolt Pillow Block,883450050197/883450050227/883450112574/883450112611/883450173742/883450203753/883450204132/883450216173/883450216555/883450228596/883450228978/883450296755,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.72 in/119.9 mm,0.49 in/12.45 mm,4.06 in/103.1 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPF26V110S,22226 ,110 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVPF26V110SB/QVPF26V110SC/QVPF26V110SEB/QVPF26V110SEC/QVPF26V110SEM/QVPF26V110SEN/QVPF26V110SEO/QVPF26V110SET/QVPF26V110SM/QVPF26V110SN/QVPF26V110SO/QVPF26V110ST,Single V-Lock,Four-Bolt Pillow Block,0883450050494/0883450278645/0883450278683/0883450278720/0883450278768/0883450278805/0883450285124/0883450286824/0883450288347/0883450289863/0883450291385/0883450296786,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.8 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.6 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPH26V110S,22226 ,110 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVPH26V110SB/QVPH26V110SC/QVPH26V110SEB/QVPH26V110SEC/QVPH26V110SEM/QVPH26V110SEN/QVPH26V110SEO/QVPH26V110SET/QVPH26V110SM/QVPH26V110SN/QVPH26V110SO/QVPH26V110ST,Single V-Lock,Four-Bolt Pillow Block,0883450053907/0883450053952/0883450287180/0883450287203/0883450288705/0883450288729/0883450290227/0883450290241/0883450291743/0883450291767/0883450293266/0883450293280,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPK26V110S,22226 ,110 mm,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVPK26V110SB/QVPK26V110SC/QVPK26V110SEB/QVPK26V110SEC/QVPK26V110SEM/QVPK26V110SEN/QVPK26V110SEO/QVPK26V110SET/QVPK26V110SM/QVPK26V110SN/QVPK26V110SO/QVPK26V110ST,Single V-Lock,Four-Bolt Pillow Block,0883450055567/0883450055666/0883450287227/0883450287241/0883450288743/0883450288767/0883450290265/0883450290289/0883450291781/0883450291804/0883450293303/0883450293327,6.13 in/155.7 mm,11.15 in/283.2 mm,6.88 in/174.8 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1 in/24 mm,6.9 in/175.3 mm,0.04 in/1 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPX26V110S,22226 ,110 mm,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVPX26V110SB/QVPX26V110SC/QVPX26V110SEB/QVPX26V110SEC/QVPX26V110SEM/QVPX26V110SEN/QVPX26V110SEO/QVPX26V110SET/QVPX26V110SM/QVPX26V110SN/QVPX26V110SO/QVPX26V110ST/QVPX26V110STNG,Single V-Lock,Four-Bolt Pillow Block,,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.88 in/174.8 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,6.64 in/168.7 mm,0.51 in/12.9 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPG24V110S,22224 ,110 mm,5.51 in / 140 mm,13.5 in / 342.9 mm,14 in / 355.6 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,110 mm,Metric,QVPG24V110SB/QVPG24V110SC/QVPG24V110SEB/QVPG24V110SEC/QVPG24V110SEM/QVPG24V110SEN/QVPG24V110SEO/QVPG24V110SET/QVPG24V110SM/QVPG24V110SN/QVPG24V110SO/QVPG24V110ST,Single V-Lock,Four-Bolt Pillow Block,883450421829/883450421836/883450421843/883450421850/883450421867/883450421874/883450421881/883450421898/883450421904/883450421911/883450421928/883450421935,5.51 in/140 mm,10.35 in/262.9 mm,6.88 in/174.8 mm,13.5 in/342.9 mm,14 in/355.6 mm,2.76 in/70.1 mm,16.14 in/410 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.625 in/16 mm,5.89 in/149.6 mm,-0.32 in/-8.1 mm,5.75 in/146.2 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
